alert_id,sent_utc,fips,state_fips,msg_type
decac35e-24e6-4dd8-b04c-45b6993e5e37,2013-03-07T22:31:33.000Z,48321,48,Alert
decac35e-24e6-4dd8-b04c-45b6993e5e37,2013-03-07T22:31:33.000Z,48181,48,Alert
decac35e-24e6-4dd8-b04c-45b6993e5e37,2013-03-07T22:31:33.000Z,48477,48,Alert
decac35e-24e6-4dd8-b04c-45b6993e5e37,2013-03-07T22:31:33.000Z,48281,48,Alert
decac35e-24e6-4dd8-b04c-45b6993e5e37,2013-03-07T22:31:33.000Z,48419,48,Alert
decac35e-24e6-4dd8-b04c-45b6993e5e37,2013-03-07T22:31:33.000Z,48471,48,Alert
decac35e-24e6-4dd8-b04c-45b6993e5e37,2013-03-07T22:31:33.000Z,48403,48,Alert
decac35e-24e6-4dd8-b04c-45b6993e5e37,2013-03-07T22:31:33.000Z,48031,48,Alert
decac35e-24e6-4dd8-b04c-45b6993e5e37,2013-03-07T22:31:33.000Z,48217,48,Alert
decac35e-24e6-4dd8-b04c-45b6993e5e37,2013-03-07T22:31:33.000Z,48367,48,Alert
decac35e-24e6-4dd8-b04c-45b6993e5e37,2013-03-07T22:31:33.000Z,48177,48,Alert
decac35e-24e6-4dd8-b04c-45b6993e5e37,2013-03-07T22:31:33.000Z,48113,48,Alert
decac35e-24e6-4dd8-b04c-45b6993e5e37,2013-03-07T22:31:33.000Z,48449,48,Alert
decac35e-24e6-4dd8-b04c-45b6993e5e37,2013-03-07T22:31:33.000Z,48277,48,Alert
decac35e-24e6-4dd8-b04c-45b6993e5e37,2013-03-07T22:31:33.000Z,48099,48,Alert
